,T152_bearing,T153_bearing,T019_bearing,T018_bearing,T156_bearing,T157_bearing,T154_bearing,T155_bearing,T013_bearing,T012_bearing,T011_bearing,T159_bearing,T017_bearing,T016_bearing,T015_bearing,T014_bearing,T151_bearing,T080_bearing,T081_bearing,T082_bearing,T083_bearing,T084_bearing,T085_bearing,T086_bearing,T088_bearing,T089_bearing,T158_bearing,T149_bearing,T148_bearing,T009Alt_bearing,T145_bearing,T144_bearing,T147_bearing,T146_bearing,T141_bearing,T143_bearing,T142_bearing,T903_bearing,T092_bearing,T091_bearing,T090_bearing,T097_bearing,T096_bearing,T095_bearing,T094_bearing,T099_bearing,T222_bearing,T138_bearing,T046_bearing,T128_bearing,T114_bearing,T027_bearing,T025_bearing,T228_bearing,T229_bearing,T900_bearing,T224_bearing,T225_bearing,T226_bearing,T227_bearing,T220_bearing,T221_bearing,T028_bearing,T223_bearing,T044_bearing,T045_bearing,T129_bearing,T047_bearing,T040_bearing,T043_bearing,T048_bearing,T049_bearing,T031_bearing,T030_bearing,T033_bearing,T035_bearing,T034_bearing,T037_bearing,T036_bearing,T039_bearing,T236_bearing,T235_bearing,T233_bearing,T232_bearing,T231_bearing,T230_bearing,T054_bearing,T051_bearing,T050_bearing,T209_bearing,T200_bearing,T206_bearing,T062_bearing,T063_bearing,T060_bearing,T061_bearing,T066_bearing,T067_bearing,T065_bearing,T069_bearing,T135_bearing,T054C_bearing,T238_bearing,T215_bearing,T212_bearing,T219_bearing,T218_bearing,T150_bearing,T115_bearing,T079_bearing,T078_bearing,T075_bearing,T074_bearing,T077_bearing,T076_bearing,T071_bearing,T070_bearing,T073_bearing,T072_bearing,T094B_bearing,T100_bearing,T103_bearing,T102_bearing,T107_bearing,T008_bearing,T009_bearing,T162_bearing,T161_bearing,T160_bearing,T001_bearing,T002_bearing,T003_bearing,T004_bearing,T005_bearing,T006_bearing,T007_bearing,T237_bearing,Trap
T148,7.04598552187,26.3214181419,6.6994353918,290.240234657,9.01966332044,355.576699627,25.9080986603,15.6771246812,37.7021572454,59.4558213196,56.0026528065,354.313138625,49.4457644337,86.3306375965,66.9025051566,57.6153929427,39.6091156573,348.051772395,347.184037745,351.163054981,344.686830438,348.508928529,354.308128255,358.569763382,2.44482571885,354.548169086,2.56674515186,327.050637483,360.0,79.0932104188,342.822866469,45.8285903416,6.13583334421,10.5330872167,43.9558994347,77.0960095635,45.7643428386,71.6640168293,343.207840898,349.445457016,354.07366339,350.578865496,358.471106702,2.16979459642,356.880672645,340.906348455,25.2697255659,345.355335231,348.925664014,343.833200804,9.45694951669,42.8385071122,50.8525066341,22.9036579748,352.315444981,74.1032635389,350.205945801,6.75145719942,353.64252768,347.41886435,3.21461666614,342.828055906,2.80080395778,63.3955701785,5.47793687951,350.617355682,335.858788946,2.42221041255,8.23961246785,1.92033011236,350.586816422,348.716181154,14.5872977178,10.3366810285,5.23443081526,9.07296124682,359.753353023,39.6463475138,9.72757182794,15.3295817138,69.7530563626,349.406586469,85.0973033207,352.049286995,331.863988382,24.1610237364,336.573345566,352.371125847,2.81423458219,339.251508563,344.271220596,339.027838721,4.72560148265,8.54167202372,357.944183148,358.362320856,2.64426991486,9.45157655988,11.354875797,358.441549705,4.40339180174,336.321713804,3.16065167708,340.694402218,341.387974085,349.086141727,24.7222757905,320.215717033,349.251742401,339.735757115,354.32623119,340.798420537,355.330684771,342.495372978,346.531679988,15.6090195134,20.411210055,345.195485268,2.35883759981,357.40027892,338.849092132,340.353215417,347.07309217,344.82498573,82.2197565656,69.0705736936,349.403758809,358.191449391,0.185256264215,28.3071383982,53.2577712683,44.291532724,39.4468283941,41.1450715795,71.4916503425,69.6442081219,1.17266038858,T148
T009Alt,323.337543002,318.199665852,289.27498893,263.215850707,337.413042754,318.978549478,311.910365011,343.891381174,319.974237127,270.73656596,334.736534335,328.591108763,296.570102486,243.462095978,302.951524358,291.762885785,328.651368608,322.020921106,314.391841439,319.173864067,319.69214204,326.820156881,329.50110585,335.535078654,314.905739666,329.564419013,339.61106524,269.279292192,259.21047081,360.0,303.472850866,315.959764227,296.554042605,286.057780899,291.918870691,262.460302581,301.618025861,55.5277277758,305.214385884,309.325893817,310.520661265,331.108500558,332.130680524,337.675110703,331.690994964,318.602618214,307.845284537,322.239090721,303.236458684,322.528305522,334.182570623,274.431595267,279.066109944,291.650221131,325.269836109,49.0835423663,287.692009597,338.572335029,322.035698263,323.613041307,282.681376787,324.169102947,272.52943144,293.415540687,312.963020249,295.936592728,298.538198838,315.124615612,322.758049545,317.275123137,308.979557548,301.971476172,338.821492148,310.66158141,305.595135738,338.59255371,318.644388824,324.751245281,327.432253591,308.562174407,268.189040337,320.971341556,247.227329862,298.929854408,272.099745633,318.046182351,292.402176301,313.70185327,300.291385819,317.009793614,324.312859583,317.0983984,329.652911717,328.723840563,321.019182073,324.527234107,331.715894117,339.486258403,339.0109299,328.574440347,342.715736145,291.468571571,334.196463475,321.22249105,322.014627134,280.382827321,294.295339348,264.157238313,328.518257537,315.460808541,324.657000458,313.177086954,319.330780907,316.161348865,317.158101891,343.068474308,346.056438727,318.417828375,334.045854019,332.268375622,318.176332688,320.099168482,321.670747017,321.632594966,255.966190609,285.762867987,325.324346087,332.955572285,304.606421689,292.052411817,309.363859712,289.860199882,289.283249613,308.057489593,272.588064818,267.965034382,333.855239337,T009Alt
T145,63.5227598098,106.793618527,144.509917567,169.683650899,37.928601174,28.4685679026,113.950993241,47.4136855774,111.463586855,142.358548808,113.775850521,5.81299386029,126.90358852,134.58406517,123.418565025,128.000257769,106.654362944,354.187680706,358.489588722,7.48831372715,346.794299482,352.924748793,4.96221683667,10.427360028,79.667859493,5.53746366947,16.5756683236,166.353644561,162.784115555,123.317007226,360.0,116.73798242,135.862939907,145.933088413,130.742560609,134.403490036,124.371264111,109.471884507,349.397660979,41.8904620223,70.0218796113,355.387752173,13.6578654513,17.5756481956,9.7291349691,339.053233611,118.44613931,347.706875398,125.266019644,344.617098669,45.076480312,145.43294831,138.252330066,136.103450255,3.42338106288,116.37161863,155.827129364,29.3173345154,12.1793732192,351.834270314,151.726320298,342.792758941,157.681728901,126.225961711,95.2445003996,147.882489085,226.22556201,78.5868648839,69.1873602336,66.8738989257,58.8131865865,133.807831117,52.3719275005,108.03053764,118.11939982,36.2040405941,51.023914273,109.226207289,61.0172246657,115.008011476,137.950761544,358.866572368,134.887086835,140.408447357,166.105184923,105.454583442,177.776203942,32.3824621785,130.65078015,335.744594766,345.26181009,335.407076259,38.2926123238,53.8927915072,33.3028315306,25.6610153993,27.1220110834,35.9657832794,42.4277172725,18.3381230844,18.0874100336,176.601053363,24.8504167764,339.135506956,340.344847905,159.392351705,132.980394577,165.064047848,353.785952549,336.007191333,10.461040828,337.292083343,26.0833489122,341.997916915,352.966395563,48.4611408972,57.2125513695,348.401062615,22.6221459015,10.5433734269,335.508024127,338.396562882,351.863893728,346.709065933,139.712633314,127.270473002,355.663907797,11.9694589602,119.741468413,134.243349938,120.953850202,132.116484148,133.763823164,120.350166794,131.966766209,138.356219842,19.3438238846,T145
T144,328.14354681,322.119786664,262.354421094,234.600866884,346.292705363,320.41811114,304.131351795,355.857454,336.481860001,214.737449741,99.4786693015,332.467413359,212.778456494,170.187973546,146.737557538,189.686110621,9.92160735001,323.90030256,313.680455365,320.450399875,320.781820213,329.522617754,333.470457086,340.760806979,314.107539737,333.588360148,345.91020546,240.16887253,225.900242855,135.914226852,296.848259893,360.0,276.558100774,255.254607355,230.207268315,179.502046622,226.218553373,99.8396068455,299.723745435,305.66637855,307.156847866,334.408062413,337.257247091,343.960236873,336.395229349,319.264994328,292.532862,323.925330934,295.191949682,324.130354205,343.018006341,227.900764544,219.922789155,257.323551583,328.310701521,115.845541281,265.639838204,346.510042102,324.452127984,325.744899841,252.77714941,325.886114492,239.145070204,167.350939115,310.42744278,281.034940835,289.830631171,314.486691298,327.48571932,318.092198836,304.952032353,292.936742875,350.41504009,305.181121974,295.767262519,347.498089242,320.159031557,0.637587261758,334.700653095,299.218160972,198.129687515,322.701378622,172.474693271,286.343047172,243.851003168,321.302115715,278.597430556,312.472481447,285.571707595,317.246444524,326.20103117,317.353979188,336.115816958,336.071187415,323.505719633,328.298820243,337.933347476,348.537154074,348.953033961,333.287250173,349.355061272,276.947493139,340.790018781,322.375742334,323.336146246,253.337762441,260.502375158,233.021963466,331.474920297,315.266692985,327.857600408,312.164973977,320.907416843,316.181657621,317.556447593,355.08184625,0.896296405879,319.18549185,340.379915871,337.131908455,318.67734653,321.043276665,323.387679939,323.160199991,190.496242425,162.303804224,327.970363213,338.052829978,295.131581779,253.377377876,162.670586821,229.017536157,236.904129679,261.929146161,178.10373273,199.164440098,339.821644152,T144
T147,7.95603075963,61.5794442112,183.983009352,199.837917157,10.5611753633,347.254141159,70.9653313022,20.6020658115,82.459367206,149.487994246,97.3327985061,349.320559619,116.427267166,133.795337931,114.321746511,120.247247621,78.0022664247,339.91996391,334.045675186,341.722130985,335.42200519,342.546777343,349.582606374,355.913956314,357.413987855,349.875070302,1.34183535872,201.118137673,186.144091728,116.445135592,315.909905895,96.4947597953,360.0,176.004082419,123.600342997,133.328819104,110.164907522,98.4360943992,319.366094648,331.35667635,338.894798657,346.10367164,355.197828647,0.677258936115,353.15176471,331.549171986,78.6552060008,337.46794561,320.369202193,336.275976007,11.5650207423,158.175521513,141.26806752,136.816655629,345.908001563,106.670284902,234.640701041,7.03878976941,346.134361223,340.088236052,190.970061021,336.263148085,187.985859633,118.110027324,4.33014984275,292.74563671,301.896730921,357.436993159,10.4885837088,357.077287861,332.287343761,317.01005302,19.8259464659,20.6747541809,2.19912919708,10.5584670724,353.579534946,81.1936500759,12.9068801185,44.3288637867,139.913810468,340.765074685,134.276547975,309.318300053,204.658339244,56.1948503599,281.339067869,339.468002814,341.131010916,329.194008641,337.553125945,329.091048494,3.81136915661,10.4623127056,351.562893111,353.30086217,0.778402009415,11.0822655815,14.1943576958,354.428025194,3.85933970107,277.437932664,1.73518933424,332.983451707,333.97434649,208.477088444,125.234185096,193.538516446,343.919369867,328.404622793,348.028954856,327.306942624,347.083856697,331.129814568,335.501760477,20.667391345,28.4018596674,335.083029517,0.601252169691,353.902788216,329.699723962,332.057739037,338.775070754,336.664654294,142.777518664,120.714578942,342.820827761,355.004893471,343.142113896,130.623254086,106.726324223,126.903359804,130.469242084,99.9904159651,128.859494988,140.706221032,358.968867368,T147
T146,5.18913167588,40.5723065865,340.060098559,209.974638823,8.54206058772,348.954628594,43.0717472619,17.3136226272,60.6674396277,135.025513322,82.0757535857,350.089689754,92.3951749785,123.333798296,99.8318977328,100.650642425,60.0009309538,341.871407426,337.865966889,344.031640007,337.830017437,343.817659252,350.28646345,355.924367394,357.000896089,350.552490191,0.834204996598,215.59575493,190.542992032,105.950490172,325.981708475,75.1928933754,356.005725394,360.0,94.6235155043,120.548578769,84.5887907527,89.7644311578,327.944595743,337.406715257,343.611004771,346.911586231,355.29291047,0.194800503148,353.467505208,334.049776594,44.558637163,339.405813243,331.969686425,338.140580724,9.0647568775,144.008703113,120.235857963,69.0309940166,347.167553017,96.6345225886,295.521831662,5.7037308965,347.670337568,341.799791658,234.526360789,337.843261866,198.374622539,101.516782318,1.42586602248,323.782982926,314.787256978,357.021634325,6.94934382395,356.799863451,338.477529765,330.410061953,16.0961332329,10.1491689267,359.056069406,8.63460078788,354.134714407,61.6666437635,9.34169431095,21.1474986841,125.609576875,342.848530354,123.51185147,330.68366063,223.108984006,36.376402178,304.723028871,343.133520039,350.973573163,331.953661259,339.15090528,331.81209232,2.51503022551,7.65378161214,352.419565582,353.752120734,0.107766974912,9.13717815994,11.6348608554,354.647044291,3.16550027407,302.46684821,1.00206171625,334.951318586,335.838141766,247.219077498,64.2052992161,202.19547796,344.99250711,331.605043602,349.151524345,331.301654651,348.773228337,334.314303646,338.507588324,17.2720315501,23.8022938746,337.777304826,0.0285503642108,354.134513051,332.15846957,334.216835236,340.806656484,338.701870501,131.755656725,106.084480365,344.244851939,355.116100135,349.103413678,78.9252217229,87.165897643,98.2784495382,97.4418058343,73.5746691026,114.453577935,126.497186249,358.615047851,T146
T141,344.277519996,0.642610469824,284.594825491,236.265962858,355.489241526,333.215350169,352.382196393,4.32070767987,26.2603523836,197.981467125,72.6410673049,340.258496254,84.9348762363,142.500870353,104.363316193,112.267560173,33.4725149149,332.157872472,324.955330569,331.201544021,328.764451078,336.005187752,340.885624569,347.227767217,332.894711753,341.061654274,352.099736169,244.540502202,224.00426849,111.850030973,310.829594256,50.183987336,303.640418094,274.661957337,360.0,144.759499187,55.091012251,88.1655355562,313.223122252,320.271202319,323.522662817,339.965204268,345.046216771,350.757374085,343.812754022,326.323491967,344.436003165,331.114841303,311.993841813,330.674917642,353.945298335,225.516353861,201.208010596,290.785402149,336.776488633,97.553521201,282.452077652,354.430171496,334.89599944,333.115263581,267.503762276,331.473062658,244.298742866,109.874620818,332.479097013,299.994381447,302.632835282,333.126071825,344.683428807,335.122493329,320.264769546,310.04106147,0.889536976231,332.761853288,321.653692056,356.182640754,335.196998583,32.7611173534,349.62752882,333.59655841,166.261344269,331.926796941,143.891768204,305.728061931,249.958809881,357.104120125,292.720071383,326.412175208,310.919164369,324.347020797,332.212877875,324.34058505,347.453434678,349.624440129,336.349389032,339.52889714,347.425792236,356.95735076,358.221796293,342.615840613,354.972305617,291.030889256,349.353449524,328.350162101,329.24598586,265.30724632,301.871746682,234.227419433,337.55911069,323.160034602,337.36538007,321.395211329,333.411211084,324.812799923,327.32621392,3.88338996955,9.72368593442,327.891222932,348.72443078,344.493713937,325.182291268,327.327970962,331.42941511,330.40407913,164.09072811,117.254988865,335.3539166,345.406746295,317.741865437,292.50816208,76.9369270111,215.880664001,263.546089774,31.7166123628,136.000726278,168.362012609,347.831299621,T141
T143,338.942668265,344.259214211,304.354821343,263.553225684,349.660347222,331.283111516,338.215125453,356.822206052,354.204299706,282.08129812,26.9824910252,337.835197691,340.457193145,136.506458448,40.9348191317,348.944898909,2.53162806311,330.970493167,324.93767063,329.921659758,328.151126354,334.517358495,338.460176696,344.135607467,330.432530557,338.592515134,348.378108147,272.850582225,257.168164139,82.4152001527,314.51429125,359.502507382,313.392657091,300.610788918,324.783254349,360.0,343.133094644,67.6328152136,316.161342002,321.469202135,323.895683691,338.179352809,341.824415135,346.964657279,340.917811044,326.122782299,333.68627395,330.211817891,315.872353974,329.902209375,347.70735912,286.044866097,300.947073853,312.055181021,334.783866784,70.8825335953,299.395607676,349.440653561,332.913556583,331.893057381,294.53302226,330.707328556,278.859661536,15.5603080639,329.869665852,308.960852192,308.337121048,330.608042131,338.993652754,332.196928375,321.507949712,314.620771204,353.102834647,329.628919072,322.903317198,350.451755257,332.502448885,359.778778278,343.113216984,329.633614594,283.642464053,330.666615903,141.042853796,312.43144563,277.060653511,342.847794101,302.457097098,326.025045788,316.67246503,324.430275046,331.302144142,324.423937102,342.593659376,343.530436606,333.684985735,336.448384312,343.18104868,351.194591166,351.733543384,339.367443799,351.107796214,301.436744206,345.068437668,327.927360395,328.716795952,289.71879064,316.593197674,265.072606364,335.947323659,323.43666239,335.066560113,322.026922598,331.4685713,324.82744647,326.867751933,356.278930758,0.487880261844,327.379622929,344.644037764,341.50624465,325.149399236,327.018067711,330.385203976,329.599764066,235.023558042,36.7388600153,333.791453447,342.27280983,320.333056171,314.782654859,5.16575273287,321.055810741,316.057935899,345.95011103,7.38202701966,281.95973247,344.042680368,T143
T142,337.189707953,345.403134482,273.206413707,236.103862312,351.37399711,327.502974954,332.102814969,0.514219053819,12.1574256229,209.916977314,78.8403047547,336.755371106,177.760268425,156.198123912,120.471340125,154.13515456,25.611253769,328.453080153,319.898558764,326.390083583,325.183526382,333.084505741,337.547378264,344.299364697,324.518808326,337.697675142,349.285935136,242.985559564,225.823893834,121.560375235,304.469461308,46.2064519735,290.216155987,264.638408934,235.102192212,163.120525498,360.0,92.3113820919,307.104104805,313.67674965,316.139528306,337.45010545,341.540630977,347.679285619,340.4708241,323.156967695,320.943781145,327.885341003,304.286669261,327.733046624,349.098368408,228.542772197,216.301960017,271.805190053,332.978076866,104.292967527,274.298515299,350.860726441,330.225580552,329.803596329,260.234297478,328.957117328,242.406471895,134.660821744,322.621863293,291.012866345,296.795283976,324.81956805,337.149899129,327.554962375,313.34189701,302.16326663,356.24501763,320.353425118,309.653865652,352.285037848,328.507525991,23.2095942795,343.092755247,317.938397871,186.012256216,327.792725659,158.242524399,296.63406137,247.469769807,342.566766168,286.164174917,320.158179013,298.807203394,321.163572562,329.506437299,321.208172123,342.418138661,343.662264497,330.628828374,334.52200069,343.18072888,353.172156855,354.076967464,338.439629698,352.40528168,284.480646716,345.50920601,325.665538508,326.589005666,259.646167562,278.149933707,234.380389449,334.813286408,319.622194531,333.108668928,317.256362002,327.829186756,320.943444572,322.947739446,359.935457822,5.76464395564,323.988095387,344.975050884,341.175582045,322.264516303,324.506073228,327.820784626,327.151031972,179.129300968,137.151705654,332.034473752,342.091191693,307.270167959,268.866509154,95.1451759155,231.888224788,245.446866786,358.417051008,157.884850195,187.591326151,344.227647552,T142
T903,305.028884977,291.676246007,272.716103755,255.34064913,322.506029229,304.039156244,286.451112919,328.109435506,287.494930282,256.24098173,280.069477492,317.100603827,268.640516666,238.834635496,258.377320957,263.370212197,293.210379049,310.715601202,301.212221615,305.846931799,308.880964843,317.092893923,318.36323395,324.969677537,297.000441255,318.347341463,328.945815927,259.47580199,251.826727871,235.57320673,289.673104224,279.930584777,278.590417122,269.917149713,268.279817538,247.723384388,272.414474905,360.0,291.521600703,294.553770463,294.626503791,322.256386967,320.188867291,326.329570924,320.288937622,308.832843194,283.416871817,312.056320751,288.051138109,313.052473506,317.802192707,259.897017794,260.959893117,272.287349588,313.39885146,240.653656776,273.221821361,325.331475949,308.60286393,313.113845042,268.090888435,315.738726705,260.857094476,260.318329112,293.982926952,280.511911454,285.777073284,297.24900104,303.861943606,299.831410753,293.857501845,286.782889687,321.456515722,290.250611258,286.753371379,324.152795274,302.171583206,289.970970047,308.880431562,286.902435662,252.837081981,308.810725745,240.519486186,283.109486982,261.575999253,292.455798885,279.255232669,298.755053977,282.397800403,307.303859063,315.347947959,307.505183919,313.985163422,311.044867827,305.70454948,309.987703653,317.711325663,325.23239331,323.525723535,315.308628284,332.590566423,278.367639514,320.90260605,312.495735697,313.31732529,267.325764677,273.766646589,255.579031997,319.159172535,305.07166154,311.770103031,301.756341427,304.560465157,305.02225606,304.905349714,326.942251792,328.299852799,307.010261916,321.072343487,320.866002982,309.030314752,311.081226049,310.622711124,311.438604489,246.112587105,254.660725397,314.654745685,321.4743726,286.961563661,271.666410148,271.885353294,267.196605041,267.982416924,277.819199445,251.967880081,252.86419367,321.363051786,T903
T092,70.6692681587,111.120939453,146.772078119,169.664154307,40.9765692894,34.6892639153,118.009510619,50.4268618516,114.857215202,143.914431542,116.284299381,6.88215113418,129.33191498,136.07914652,125.482055062,130.189303655,110.01654903,354.563348634,0.21049197457,9.9018213257,346.593022132,353.103090987,5.90005848275,11.4373628357,89.8550447092,6.51940314534,17.7865089857,166.56565584,163.167598126,125.057060859,169.396167803,119.611983418,139.317638761,147.894485542,133.134601734,136.049055418,127.00442183,111.318904038,360.0,66.4103625013,87.7603577857,355.627424304,15.158087851,18.9825858304,10.9232440164,338.411604979,122.293017455,347.60043673,137.517970692,344.36212182,49.0606044353,146.957431547,140.120357265,138.688712409,4.50618689499,118.231359176,157.263222861,31.5741970571,14.7579207942,351.988309199,153.206422364,342.519548416,158.511561788,128.327940099,103.670878111,151.058673951,208.540203463,88.7745628362,76.4251925165,76.739081506,83.9308702552,142.714022175,56.1716670284,114.284619787,124.21024927,38.9933125738,60.0320280454,112.553491469,67.0061853246,119.956942047,139.58988719,359.786181171,136.396978123,145.170883347,166.348469133,110.027690111,176.345681878,43.6199098363,135.252479629,334.879273264,345.07010966,334.547164535,42.5055374131,59.3686332463,39.3435220597,29.5878687823,29.9444666146,38.646257333,45.6183986844,20.6700295238,19.224307536,175.451551067,27.1644429728,338.661914475,339.935013111,160.257276611,135.773334866,165.33749111,353.986669473,334.94764353,12.3964391986,335.869398296,31.7405116959,341.295984163,353.396326692,51.6092847399,60.5129886574,348.307401834,24.7515411677,11.7655008624,334.76127494,337.843086016,352.048962398,346.537634225,141.14746584,129.219896791,356.056389184,13.2617119081,126.760677769,136.818638648,123.457444193,134.428696278,136.089489196,123.301289488,133.765417537,139.981634328,21.1988245409,T092
T091,72.0796595719,118.499446213,157.119758272,176.17988382,37.1909271376,21.2141431967,126.184573408,48.3318405232,121.130273114,150.454435664,121.041526895,0.258055104197,135.791973025,140.9268137,130.435077537,136.152103263,115.500455487,346.034190568,338.92694118,355.748622082,338.173662712,347.628209022,359.758794931,6.79862680227,100.9040197,0.34051338199,13.7642253193,173.928952879,169.419452154,129.182811146,221.903184866,125.568848578,151.322447118,157.370835444,140.19691526,141.371155782,133.591299687,114.365314433,246.424577189,360.0,113.289605206,351.370044266,9.29534874027,14.5052454125,5.16100471738,331.620025131,130.878193822,340.82023398,171.722472529,338.556770191,45.8313575842,154.16500468,146.964423986,147.637230378,356.460515611,121.91689453,168.79221151,27.3452154352,3.34511540737,345.072774112,162.536526731,338.015546115,166.25911072,133.772067767,116.610435188,167.540591959,223.938609267,99.3922083937,79.6488533693,81.8842565652,140.323762234,172.051920113,54.5018728993,126.120346689,138.551594139,35.2149859206,56.7784717487,118.34756271,67.1789625468,130.482792354,145.515850405,349.31017615,141.339881231,164.125431467,174.146234677,117.643416803,191.824943917,20.5372126203,149.343198261,327.95814654,340.046959601,327.835667472,37.3169258588,57.6072300228,29.2647487312,20.4415551578,23.9990514731,34.9763871165,42.5407024797,13.2922108012,15.7293994452,190.175705814,21.8136241247,333.610587776,334.984202635,169.593303942,144.625986876,172.06403945,349.06606397,326.332364557,3.17404970802,323.172858846,18.1335655782,330.906464413,340.069711129,49.5916361155,59.7334596489,338.144070569,19.312445156,6.14035501568,328.882649061,332.334123547,343.816877676,339.621100191,146.63221013,134.393239082,349.330332464,7.76562468103,144.207146899,145.252068528,129.167346483,141.513962376,143.566055183,130.020684909,139.193653472,145.935295931,15.7030257538,T091
T090,59.0925615553,119.457662166,163.962324992,181.426894294,29.7567977612,0.936723846257,128.496260485,42.2088046586,122.238295291,154.156551116,121.830222929,354.56539178,138.394251221,143.10194726,132.005875184,138.551167896,115.804800077,340.484098569,327.943846259,344.598980401,333.521101663,343.900675424,354.534384981,2.32680266935,92.6844681734,355.026449214,9.36296208774,179.718123984,174.059715462,130.389626049,250.046645233,127.071361753,158.87261589,163.5871744,143.460423453,143.809688091,136.066124395,114.45008861,267.786614292,293.301645412,360.0,348.253364362,3.32146036754,9.50974294909,359.74294729,328.334002279,133.968389191,336.808365788,201.855818799,335.25264798,36.8755465153,158.546606095,150.615865767,152.662921783,350.024351804,122.563864527,177.545505737,21.0769605359,352.760719402,340.6212631,169.052413544,335.452056842,171.842142822,135.76944023,118.127904704,180.355535755,240.796432619,90.1604894985,68.6329462936,62.9563375513,275.864756405,197.123942618,47.1724946548,129.97250066,146.299605322,28.2800750544,31.3618511034,119.035301466,56.3194069021,134.463062687,148.53535287,342.078434584,143.585427987,178.893317827,180.298875318,118.496239422,205.695591125,341.156499995,158.325933421,324.903512163,337.08176442,324.875254133,26.4429213571,46.2765358827,10.7510197426,7.95027794605,15.5976032525,28.3193179446,35.337245531,5.01530665833,11.779146605,203.310508477,14.7305242084,331.004753346,332.349971368,176.649448118,149.318458481,177.229631817,345.617827837,322.766794447,354.719809995,318.622775045,359.477225984,326.152056082,332.65271287,43.2741416384,54.1300143877,332.608001536,12.5072415814,0.755686707518,326.192661239,329.585933987,338.687650806,335.632508142,149.469524892,136.319924262,344.625574535,2.34281470539,155.506015407,149.738619658,130.91250394,144.895871921,147.334296709,132.222062303,141.54946675,148.997017267,9.34368434933,T090
T097,157.474693298,156.035723378,167.043173672,173.283757165,141.680832455,165.368434744,158.041485714,135.232990675,154.16084398,162.914120867,150.380121421,159.104158097,157.77771079,157.133062309,153.434350761,157.155282208,151.650925481,176.726531436,174.38128913,169.734857203,185.342367768,185.017762239,157.041983027,128.994808491,163.006302889,156.613299914,116.12838383,172.306968976,170.52332877,150.936140594,175.370901588,154.28117434,166.039952754,166.846212633,159.861503614,158.051932078,157.335268042,142.038759854,175.61206497,171.340502376,168.211806112,360.0,147.990987897,128.826360958,148.904878468,202.3538655,159.293689976,189.88403646,171.381811407,205.827711435,147.298999434,164.761171043,161.886287758,163.654825067,166.363541284,147.038221404,170.610495828,136.143076768,166.011480944,181.803760673,168.452054461,253.591104999,169.452891854,155.512147504,162.515764971,170.50998955,178.773611593,162.941384959,157.481394485,162.367179588,170.518007877,171.432755024,142.856443817,161.75607421,164.544380969,139.137453212,162.846769028,152.727958685,154.12455988,161.122597369,160.437982884,172.699429632,157.458403381,169.947908955,172.352461887,156.406338782,175.749039226,169.008143335,166.27770159,204.2621262,224.807634573,206.413299532,152.790423629,153.247824425,162.80700256,160.313739756,149.892869669,137.394453241,140.395588397,155.878916719,100.933980042,175.57660882,144.733374449,232.511462375,234.961535699,170.7595086,162.737527206,171.61805949,186.86020173,194.345411976,163.754448045,185.247995163,165.437930032,185.748935817,176.727244788,136.753053536,136.602755491,181.204371779,144.578321343,146.882909033,216.665846797,221.177768305,179.678132788,190.842168151,160.38116989,155.215432413,174.848769515,144.672084748,166.380006715,162.614459897,154.648300918,160.294864725,161.321788718,156.638411495,157.382109144,160.630263129,144.206979073,T097
T096,165.778501573,160.499041893,175.897147056,182.358825129,131.244610191,184.397737998,163.355380062,120.279673021,157.245961991,168.680737548,151.43868946,267.086185464,161.978984647,160.321053245,155.577146489,160.913218137,153.520918884,244.747424534,202.482268676,199.819185324,250.961326447,303.869469074,295.435619197,359.212521384,174.166486808,293.013606263,24.7370263701,181.59170185,178.464260097,152.006899666,193.689671524,157.17895167,175.182752246,175.276190433,164.99113878,161.745614804,161.474402627,140.019764258,195.191382209,189.314445163,183.328532949,328.039547879,360.0,35.3498106615,322.23146312,268.957686723,165.107337059,274.57005276,186.159400878,288.176241594,146.460417747,171.444089722,167.506393585,170.835591996,232.631623199,146.750561577,181.202305262,105.905859807,195.677774161,273.45845371,177.367305837,305.131423029,177.944120234,158.517170748,172.258235789,182.490954181,197.1809038,174.132903855,165.321215286,174.065187316,187.325713553,185.776536112,137.329371518,170.062884416,174.166488928,123.326767198,176.469226143,155.102339002,159.789321915,168.458491262,165.143233268,220.217011957,160.786866749,182.237355601,181.915851751,161.184570459,190.114767094,187.655914324,176.184978347,264.943786101,301.172226024,267.117632672,159.557905388,158.662115229,179.593739483,178.805539744,154.378852637,118.338209577,129.667220203,178.667058169,26.6877850477,189.603467845,133.907194029,292.734806342,295.678565717,180.515669891,169.598732615,180.247742359,315.291399981,248.194396765,200.976198736,225.569577823,185.255553607,235.458263894,216.151762564,123.790797075,126.150241492,234.185325881,130.254109035,335.038607633,277.464425598,285.550524361,251.0035972,271.85531247,164.828943949,158.00194982,277.747743656,351.994880971,177.313963579,169.242103337,157.521416902,165.564403474,167.09521501,160.653253385,160.93551353,165.406496931,117.54623856,T096
