,T152_dist,T153_dist,T019_dist,T018_dist,T156_dist,T157_dist,T154_dist,T155_dist,T013_dist,T012_dist,T011_dist,T159_dist,T017_dist,T016_dist,T015_dist,T014_dist,T151_dist,T080_dist,T081_dist,T082_dist,T083_dist,T084_dist,T085_dist,T086_dist,T088_dist,T089_dist,T158_dist,T149_dist,T148_dist,T009Alt_dist,T145_dist,T144_dist,T147_dist,T146_dist,T141_dist,T143_dist,T142_dist,T903_dist,T092_dist,T091_dist,T090_dist,T097_dist,T096_dist,T095_dist,T094_dist,T099_dist,T222_dist,T138_dist,T046_dist,T128_dist,T114_dist,T027_dist,T025_dist,T228_dist,T229_dist,T900_dist,T224_dist,T225_dist,T226_dist,T227_dist,T220_dist,T221_dist,T028_dist,T223_dist,T044_dist,T045_dist,T129_dist,T047_dist,T040_dist,T043_dist,T048_dist,T049_dist,T031_dist,T030_dist,T033_dist,T035_dist,T034_dist,T037_dist,T036_dist,T039_dist,T236_dist,T235_dist,T233_dist,T232_dist,T231_dist,T230_dist,T054_dist,T051_dist,T050_dist,T209_dist,T200_dist,T206_dist,T062_dist,T063_dist,T060_dist,T061_dist,T066_dist,T067_dist,T065_dist,T069_dist,T135_dist,T054C_dist,T238_dist,T215_dist,T212_dist,T219_dist,T218_dist,T150_dist,T115_dist,T079_dist,T078_dist,T075_dist,T074_dist,T077_dist,T076_dist,T071_dist,T070_dist,T073_dist,T072_dist,T094B_dist,T100_dist,T103_dist,T102_dist,T107_dist,T008_dist,T009_dist,T162_dist,T161_dist,T160_dist,T001_dist,T002_dist,T003_dist,T004_dist,T005_dist,T006_dist,T007_dist,T237_dist,Trap
T092,7.78488318323,11.8348209482,10.7130536341,15.9586626367,14.2016729288,5.85840617295,11.7018763364,16.2603096592,14.3938207951,16.8072248229,18.9508093301,15.2584836416,16.0180127713,21.9577533009,20.05787998,17.3896700797,15.2419033758,12.7939227786,5.29669490617,7.42658995239,13.1376493347,19.7873882388,16.5158524267,20.5229787207,5.69127149239,16.3427169007,21.797185008,14.3185191119,17.216519647,23.8153298039,1.00659970294,15.9374986535,9.21647177138,11.6870366765,15.0355930281,20.046312387,15.4733591477,26.9709581486,0.0,1.92444925485,3.25998195216,25.047986778,15.8179345864,19.3911516649,16.8029172448,16.2149942599,11.6389484059,16.2531648458,3.30179943765,19.0132029966,11.9755543977,15.3274013729,15.9332861282,12.2290699962,12.9169289051,24.72267832,9.40430381894,16.4268597032,8.67024282427,15.8020352246,11.8019369607,24.4976093985,14.0638888191,18.7354356061,6.60642612171,6.6552398021,2.77314401342,5.69056749926,7.86462336121,5.73640102534,2.22023543102,3.78224002758,13.541770977,8.10554099753,7.39642812025,15.0993595105,5.65867346047,15.028818145,9.15901577772,9.47843442602,18.3090181373,10.3176268026,21.5775547758,5.87089226562,13.5090439891,11.3333990929,5.8773614377,3.5230491283,7.8451096829,15.7939068199,21.9363017197,16.2795023588,10.3334492879,9.52574960983,6.63728310421,8.70132346246,12.5220501819,15.6510092823,14.464898909,11.9842603986,24.4052572951,6.29520524948,14.479288944,21.8292672844,22.2917939475,11.5494566794,12.2439097559,15.819134674,21.8936942682,12.6464071311,10.7209957573,8.52183101972,6.10426138004,10.6213336511,8.33213934085,15.7379685072,16.2029890945,10.9013816241,14.8634830156,17.0466829739,18.6242306835,19.9934863704,13.3292166408,15.9563183226,19.8469451033,19.8014547306,16.0166087631,17.1552740802,6.27438155796,12.8762935228,17.2128643937,15.082743571,14.4234706524,14.744229409,19.4421202388,18.2490725686,15.5442215797,T092
T091,5.86763844138,10.5563548216,10.5637549245,16.5067831049,12.4901141866,4.34070693823,10.6161854465,14.4190957478,13.1986247238,16.5003594207,17.7749478774,14.3785397046,15.2413233,21.3689739705,19.14365509,16.6321693047,13.9144479952,12.331495246,4.85140839344,6.56401229492,12.9381478862,19.3238364406,15.6583862388,19.4817209167,4.00026926208,15.4671544553,20.5748118929,14.78013385,17.5481856743,22.8774054704,2.3635782736,14.8676574562,8.84538609619,11.5610153571,14.3865771486,19.4637182848,14.6275228551,25.6487193089,1.92444925485,0.0,1.62655549245,24.483053598,14.6897716897,18.1436904781,15.7920200412,16.2640052274,10.6810369957,15.9929401946,3.23903282545,18.8454739005,10.1542002851,15.1326746417,15.5061734904,11.788392164,12.1301926436,23.5861854453,9.62770703749,14.8867701899,7.6269703034,15.3982859294,11.8521373558,24.3705135966,14.2655869494,17.913416057,5.20778005803,6.75365390751,4.45159821497,3.97940513416,5.97923624413,3.85887124889,0.695758939236,3.81615479833,11.6524606979,6.9638820442,6.57688318249,13.4192722672,3.75209017838,13.7681533068,7.23472308225,8.47907231334,17.8501441585,9.7164917259,21.000373791,5.81133012032,13.9707397255,10.0303047174,6.77906248862,1.90096773226,7.37330221954,15.9639456254,21.7319896407,16.4572174701,8.60878345786,7.61920373351,5.00047271427,7.25261104967,11.033012768,13.9757666291,12.6832503214,10.7295181366,23.1391547337,7.15778563863,13.0449390644,21.841109118,22.2590666599,11.8359276293,11.7068218568,16.2300874733,21.3924444074,12.8423635136,9.71568131919,8.75551166121,4.65185383261,10.6331640143,7.98567917242,13.8852552286,14.2897073333,10.673176705,13.4856136265,16.0098327533,18.7810025817,20.0404462709,12.9447652738,15.7338918272,19.4320989254,19.0027611082,15.4768423761,16.0745322159,5.57981867137,12.3665153091,16.2495505226,14.4752043502,13.8752121668,13.7901493004,18.7884999324,17.8034179684,14.2532429496,T091
T090,4.76525577801,8.93793156971,9.45814686742,15.8318282023,12.2005445695,4.6902732552,9.03836810505,13.8074461467,11.5897502924,15.2368715347,16.1652155951,15.0896284327,13.7535926185,19.9436489168,17.596882993,15.1475666099,12.2893763164,13.3796986239,6.10097029218,7.45725748991,14.1382247662,20.3161327627,16.3761340876,20.0041611189,2.43647915304,16.1711686278,20.9048628586,14.0543189103,16.6967419785,21.3187786402,3.26852183703,13.2833982482,7.63076246904,10.4545143585,12.9579275478,18.0461360398,13.1149678827,24.0225785044,3.25998195216,1.62655549245,0.0,25.3816029434,15.1652742871,18.4615286225,16.3712829934,17.5701466814,9.14427414313,17.1343071036,2.76037375854,20.0248944924,9.64703721799,13.9442993236,14.1822325954,10.486397137,12.9463606772,21.9800775841,8.80915037706,14.8593497172,8.32365301101,16.4551560152,10.8608355024,25.5534270717,13.3496842413,16.4005759667,3.58525527517,5.95160054672,5.24980698477,2.4318275995,4.71133870177,2.61153803523,1.05524264492,3.28166314694,10.8970387548,5.39032954126,5.15320715911,13.1781807313,3.16015243362,12.1490229859,6.21757633236,6.94228221994,16.498119286,10.7113985757,19.5811722619,4.94753974646,13.2549488398,8.40950386796,6.64900468774,2.56067125435,6.13382000137,17.327630094,22.8784382232,17.8220751774,8.36388393518,6.83445797118,5.0945945496,7.51098610122,11.1316466491,13.7374516595,12.2420578118,11.127580811,23.4076867861,6.97048653932,13.1867059995,23.1067938198,23.5001054238,11.0170931792,10.3528648598,15.4497604593,22.3487664597,14.2344727242,10.3881648409,10.1987142656,5.06413909699,11.9636698044,9.17703203752,13.2430837044,13.3854447563,11.8825482319,13.6942328306,16.5624826864,20.1273372029,21.3298054742,14.0358895543,16.8990867944,18.0966196967,17.4961875879,16.4416669057,16.5839399038,4.26729895424,11.0209987785,14.6925643831,13.0656106444,12.4983145417,12.2420852661,17.3411066495,16.4583634403,14.557025135,T090
T097,24.2452901543,31.9940311766,34.8209891426,40.9545446393,18.1629717234,20.8321753927,32.8503137301,20.5814456131,34.4676222653,40.3345949762,38.3767943689,10.5172506889,37.9417949056,44.2653935307,40.9344360845,39.2733638613,34.3016148888,12.2585255993,19.77290333,17.9455046114,12.2489767163,5.35151203718,9.28087893374,7.72036362611,26.098159055,9.51905444286,9.57679116823,39.2536909328,42.0256483894,44.2163671843,26.0488993813,36.4575928986,32.9348761646,35.8122498596,37.5471634218,42.4817660698,37.15342572,44.1045606052,25.047986778,24.483053598,25.3816029434,0.0,11.4460624686,10.5847777719,9.89737437746,10.7029359121,33.3438464865,9.23858925643,27.7220215983,7.40635503199,20.3505525884,39.1990324807,39.1385443599,35.596742904,12.4481948468,43.697018548,34.1040070671,15.2234022969,17.0967747679,9.33198203321,36.2415871114,5.70015672764,38.713579968,40.2061497884,27.8194953262,31.2251398938,27.4173624759,25.9949770032,25.0353762054,24.82348577,25.0819149588,28.2989508437,21.8695060207,29.804328264,30.2244194951,17.5020672763,23.1776018376,34.578787059,23.7783911551,31.3939803364,41.2958849855,14.7768169877,43.9535850768,30.2573041079,38.4430413263,31.4850068972,30.9249547827,22.8425270537,31.4422574383,11.7106627308,5.32830674188,11.4749224672,19.5141802833,22.5304858812,20.7684821099,18.4873015157,16.3248006797,17.3202226274,19.2799794338,15.0770821294,10.1649289211,31.3431732635,14.8082648505,7.63031714468,7.0330200347,36.3153444484,35.3378517903,40.7123234743,3.22504831714,13.9544604042,15.1060680723,17.2707415262,20.4389842541,14.9904814907,16.7252447903,20.8641792983,23.3898013913,14.3031546487,14.081196094,9.8919920192,10.1359273893,8.5821488697,11.7741714806,9.62957443561,42.9188154566,41.2944388633,9.03266085309,10.1436108545,29.5595106503,36.0063870973,38.1327339176,37.7399241691,37.3289039158,36.0192555986,41.6199989919,41.2839805748,12.9210176413,T097
T096,13.0937913394,20.7250196582,24.2923078145,30.9928220929,6.89948145516,10.480912045,21.6747954993,9.74499898021,23.122924275,29.4258898525,26.9461612832,2.3156785644,26.7364144705,33.01867726,29.5625413756,28.0360390039,22.8921458637,5.92607158913,10.7884921912,8.45052047279,7.61420902269,7.85998397278,2.70591772698,4.84833464082,15.3335113579,2.48309103706,6.04054112066,29.2051170204,31.7583977728,32.7924464421,16.7299778191,25.1142764694,22.3367657476,25.2543394283,26.4540946171,31.2794529226,25.9290330159,32.7370770457,15.8179345864,14.6897716897,15.1652742871,11.4460624686,0.0,3.76118598836,1.55781104978,10.1255386683,22.2359463607,7.66685529482,17.8043115454,9.76854361049,8.90618621857,28.4349425165,28.1651804389,24.7717660604,3.93579818178,32.2525079871,23.9460779261,4.65273019857,7.14819668366,6.36371301557,25.8303920756,14.0851999155,28.372785479,28.9005405886,16.9851341911,21.1111202067,18.5273233259,15.2265645613,13.8766061543,14.0277782941,15.1554445513,18.3690361317,10.517252859,18.8863940765,19.5283854515,6.4344966175,12.4651082936,23.1930384793,12.4594376486,20.4158267149,30.2234006306,6.47929192567,32.7214835154,20.1016434975,28.4103319561,20.2340423426,21.4644213907,12.8305294991,20.8864118934,10.9067446234,11.4639170911,11.1705286482,8.16552787328,11.1830591192,10.134893609,7.7026989965,4.90016846741,6.41949183562,8.07416062483,4.05593110591,8.7014760746,21.8470263978,3.44173015347,13.1247873434,13.1034869765,26.139090204,24.4456837843,30.5717729132,9.15916714842,10.2445490059,5.13584576396,10.6936414315,10.1182936433,9.17593172259,8.65405050292,9.88695932808,12.3712335678,7.84178297082,2.74042843946,1.56776547073,12.2066530812,12.1462012591,6.33790062329,7.87181709936,31.8381064299,29.9769725526,5.29724685658,1.44437772344,19.0440954295,25.1007571021,26.799455886,26.6717698186,26.3269814911,24.7660749434,30.3883792034,30.2229246373,1.67817666711,T096
T095,15.7949313686,23.0978657145,27.3011915093,34.2080009605,8.19154686974,13.8417215106,24.1745635807,10.1339508545,25.3152637093,32.1248417579,28.8037404423,5.50499539051,29.1395974703,35.3128469352,31.6277525951,30.3808013126,24.8930930508,9.38753913504,14.4789207299,12.115804372,10.8964044457,8.80484515354,4.99860430266,2.86451252407,18.3320887277,4.93095577497,2.44383279292,32.3988270051,34.8395663369,34.6492636892,20.2721867025,27.2887764232,25.3273097704,28.2364475435,29.0003891685,33.6506815631,28.3122660245,33.8948165049,19.3911516649,18.1436904781,18.4615286225,10.5847777719,3.76118598836,0.0,3.62976922674,12.7267317912,24.8117244442,10.1246617429,21.1665908755,11.4621345625,10.8452986295,31.2545213039,30.8173339714,27.5807145069,7.61009237534,33.814049199,27.1403577278,4.91469494471,10.7640995783,8.9432763995,28.8875531175,14.5995284763,31.443282627,31.1213659421,19.8984240001,24.3554282052,22.1310238848,18.2249144381,16.5462754452,17.0356018355,18.5591216571,21.7188178715,11.8841950204,21.6982127377,22.4957673478,7.339091689,15.5726509428,25.2745858553,14.9134757478,23.1502400311,32.7604504941,10.2320720134,35.0399733437,23.3418833212,31.6162937103,22.6439484258,24.917159239,16.2543540512,23.9205858817,13.6527970082,12.328594647,13.8221407225,10.7405701958,13.6171440072,13.3685405168,10.9553293307,7.48630552638,7.03455513842,9.16216312301,7.42021737581,5.01504472223,25.2865063385,5.46310734093,14.4278019174,14.2336617564,29.304515055,27.2046550468,33.7177104338,9.28567551156,13.5613406249,8.82850202779,14.4112916644,13.5041987462,12.7747328196,12.4150157413,10.4851301161,12.9844459583,11.4670275124,4.83927642847,3.28136879605,14.3616517112,13.884972115,9.64814077505,10.4335747573,34.3546726455,32.1663042481,7.79144825474,2.88704331314,22.1278310677,27.8415229084,28.980881206,29.2432290634,28.9688378331,27.11636764,32.7234625886,32.7721428914,3.90481209416,T095
T094,14.5348888405,22.2091864509,25.6031107585,32.1996457966,8.43417499813,11.6824393163,23.1342105557,11.2056735719,24.6303313148,30.8278266505,28.4845318107,1.91495164867,28.206875971,34.5020933841,31.0797292565,29.5153162009,24.4212693764,5.79266677113,11.640882961,9.37850581718,7.26670406511,6.40080040209,1.49138650246,3.72389537846,16.6756497012,1.35688829973,5.49859433418,30.4256012582,33.0275758451,34.3280747902,17.7429983819,26.6218375086,23.658837518,26.5734039704,27.8964916535,32.7511644006,27.4039907556,34.2939502852,16.8029172448,15.7920200412,16.3712829934,9.89737437746,1.55781104978,3.62976922674,0.0,9.28012497109,23.6784467744,6.71831996376,18.9572346489,8.5238301878,10.4603057446,29.8037936043,29.5807130791,26.149595639,4.22319474973,33.8053875061,25.1762352114,5.97998474066,8.17251842887,5.46516959612,27.1189215218,12.6053395441,29.6513631109,30.3983097415,18.35011102,22.3226338261,19.4645663703,16.5692786503,15.3214613975,15.3729888255,16.2927135814,19.5278287181,12.0702302858,20.2766526585,20.8663779464,7.92473018858,13.7806750272,24.7136539894,13.9522814827,21.8236669316,31.6634094,6.9727347087,34.2011244582,21.3184063539,29.6258870088,21.7127968431,22.5392326884,13.9681335706,22.1953929155,10.1518140467,10.0265865827,10.3606321759,9.66358453639,12.6846352141,11.4121665043,9.00161995597,6.43135122084,7.86961355762,9.60093442903,5.38914004913,8.15285703873,22.9311074555,4.98830476914,11.7951950003,11.7318620585,27.3788140689,25.8385565255,31.8134366499,7.61527119381,9.93158406742,6.09161010581,10.9853023449,11.3072226181,9.22180488618,9.20882288914,11.3760066649,13.8753874669,7.94391699529,4.27665051901,0.348802231772,11.1565972769,10.9380949798,6.02116465951,6.98351601859,33.2809558623,31.4783007122,4.32661833696,0.778940825889,20.3383922566,26.4975615371,28.3044944299,28.1083286429,27.7475347382,26.2480762129,31.8671053375,31.6602624133,3.1614166418,T094
T099,18.2742390389,25.7679726281,26.7972319616,32.0167071386,15.9151407969,13.8556165788,26.2566446205,19.1261577717,28.4475120979,32.7630212572,32.8510459262,7.81135599904,31.2111505104,37.4773584928,34.8184193173,32.6029388007,28.7141423993,5.30640591687,11.4693428858,10.6223087689,3.71902357588,5.81587293145,7.79903975261,11.2520133182,19.0544692409,7.92444959216,13.8712168574,30.4551233257,33.4016723018,38.4282352919,17.2040642067,30.3419928786,25.1093560225,27.7898191244,30.5025886383,35.590462016,30.517260719,39.8577700015,16.2149942599,16.2640052274,17.5701466814,10.7029359121,10.1255386683,12.7267317912,9.28012497109,0.0,26.52902784,2.60666194573,19.3367058439,3.34064165966,16.686101299,31.3882297968,31.7454242207,28.0368110651,7.33188003502,38.5837861389,25.6182581437,14.63723657,10.5743891834,3.81498303792,27.9897255818,8.4042668599,30.2788418615,33.7723260185,20.7498156546,22.832175903,18.1169650123,18.9685883539,18.9951932646,17.9742635623,16.9469833233,19.8834870869,18.821251698,22.7519558138,22.7210767096,15.8532612917,16.3853852728,28.7958174053,18.4425956279,24.3692660786,34.0681116346,7.60888926596,37.1217296328,21.9723010775,29.6520419803,25.2212439591,21.8805552156,15.0848245556,23.6336208934,1.07408967604,6.1266189367,1.09986494379,14.9614390289,17.4848122093,14.2362622189,12.7297945013,12.9483265685,16.0273564606,17.071010489,10.921365416,16.1413172772,22.3090216872,12.7911271154,5.61480070718,6.09741765692,27.7606434071,27.9218081171,31.9742814664,7.64316994898,3.67178260387,9.47623197102,7.7105445518,13.4969043421,5.63308706511,8.44850226618,19.0874285944,21.3241993703,5.79020276336,12.315384364,9.59949994546,2.65338921872,3.78290339741,4.53579785747,2.29905009889,35.6645279738,34.8792479704,4.95818203918,10.0552097078,21.8098982455,28.5887506933,31.9004497911,30.6233048063,30.0676172829,29.5326521608,34.8529576252,34.0276699593,11.6257357944,T099
T222,9.1442108901,2.29128102705,4.81824019643,11.7596492451,16.9489376298,12.8144099524,0.873749920904,16.7905233384,3.22294323859,7.36479991412,7.47265816671,22.8267468176,4.69072247696,11.0134083296,8.46317979041,6.0774972396,4.58769667562,21.9490287421,15.1377612912,16.0207693799,22.9634621432,28.612482867,24.0734818722,26.9647923572,7.48912689634,23.8400701331,27.1643081224,10.0805151602,11.3427986753,12.2043482037,10.977507403,4.34440533589,3.90331944651,5.16253488056,4.21839164758,9.17235638251,3.99127531807,15.6938049523,11.6389484059,10.6810369957,9.14427414313,33.3438464865,22.2359463607,24.8117244442,23.6784467744,26.52902784,0.0,25.8112646825,8.49611995766,28.7426398103,14.0885730741,6.79150244313,6.02133382251,3.45024977581,21.0431431353,13.1362710035,6.66398613498,20.2526820193,16.4818910158,24.9716082767,6.24202470716,34.2326346367,8.30736297274,7.26695376289,5.77938390439,6.62463617537,11.7825761193,7.57982688986,8.35955659525,8.6559170371,9.99523275084,8.19929178023,13.8269628956,3.7860430704,4.25351219517,17.9572679638,10.3081250491,4.06199982409,9.89825021781,2.20300990632,7.98748930815,19.268335896,10.6772758204,6.6311718759,9.5792042114,2.47160044613,9.46289239512,11.4827582736,4.36117171446,26.3656342927,31.4995979888,26.8596594822,14.1312700492,11.1947560018,12.6758038442,14.8625560277,17.4458836229,18.4420138756,16.342279492,18.3168617086,29.3203378896,9.33141504921,19.3751586345,31.967105937,32.3118974427,7.53387832755,2.86459845044,10.7883231849,30.5186628597,23.3149507107,18.3189969065,19.3278077596,13.1996173638,20.9929216167,18.0805562997,16.1816818248,14.8139976579,20.7568303454,20.0492449997,23.7809160982,29.1320221493,30.241078674,22.6710028691,25.6250421369,9.60290348803,8.36864330205,24.7557868024,23.6706689413,5.40506197541,3.33181056418,5.58180534399,4.44021672024,4.17637690087,3.11416865623,8.36570391017,7.98824552398,21.1405896558,T222
T138,17.1643278616,24.8461632765,26.5439633533,32.2063419295,13.8246697483,12.9984467383,25.4606128818,16.9774530169,27.4857931351,32.363229631,31.7759325454,5.37904482486,30.5001886907,36.8203271168,33.931339342,31.8805708277,27.6247243652,3.87939602923,11.1452203092,9.7993492418,3.12601682984,3.93249108554,5.22902966903,8.68470414901,18.3318611241,5.36992996334,11.2838510926,30.5705708124,33.4454309841,37.4618746408,17.2592835653,29.4251809367,24.761384623,27.5423408051,29.8957296489,34.9593422424,29.7698103165,38.486522087,16.2531648458,15.9929401946,17.1343071036,9.23858925643,7.66685529482,10.1246617429,6.71831996376,2.60666194573,25.8112646825,0.0,19.1828856839,2.93474579516,14.9062110496,31.0746693229,31.2728321101,27.6044363732,5.41786364653,37.4280871895,25.5616628535,12.2619951606,9.41673416701,1.31003945235,27.8417656892,8.43435194931,30.2236871434,32.9793340487,20.0613208938,22.7134178535,18.4372710822,18.2381322332,17.9213339577,17.1611848905,16.6466231778,19.7495086085,16.957942181,22.0815069291,22.221940259,13.6599110899,15.5200116424,27.7649135672,17.1407584524,23.7058307427,33.547446561,6.54383564077,36.4778089991,21.7969405246,29.7605958182,24.3059568644,22.0799287006,14.5824891295,23.2663876049,3.58669155164,5.74481245014,3.70587966914,13.3502387666,16.0782936001,13.2215716986,11.3950386931,10.9767634877,13.7841331605,15.0043480151,9.03107885554,13.5989859461,22.5054466305,10.5544338635,6.30709709511,6.55720155198,27.7480870008,27.4334708048,32.0663764289,6.02039171578,4.79744244963,7.92800518958,8.09688329972,12.6158007337,5.81421284438,8.00855603857,16.9905687412,19.3180380304,5.35437677078,10.0194068676,7.02921248477,4.56537756631,4.84295255357,3.14047059034,0.421489371609,35.1612589157,34.0866255524,2.39613216872,7.48781811341,21.4008139931,28.1056873371,31.0313432715,30.0429189945,29.5361364777,28.7284558823,34.1758470623,33.5171146274,9.23446356345,T138
T046,7.15965004991,8.99544346851,7.47350550814,13.2799611748,14.9392242588,7.33531185139,8.65841038476,16.4223971079,11.4155567845,13.5314767447,15.9151944434,17.5882903029,12.7576802368,18.6570068788,16.8411210044,14.1203237328,12.4040630558,15.5577679554,8.04192869872,9.7977116426,16.104474655,22.5556598425,18.8710723015,22.6247729941,4.2387734261,18.6759452471,23.6077605455,11.5442008499,14.3122992764,20.6016386723,2.50389860977,12.8337789406,5.91729623586,8.460626636,11.7457680157,16.7456504676,12.2407433148,24.0473271667,3.30179943765,3.23903282545,2.76037375854,27.7220215983,17.8043115454,21.1665908755,18.9572346489,19.3367058439,8.49611995766,19.1828856839,0.0,22.011082792,12.3333326515,12.0830455756,12.6359965711,8.92829225935,15.3605231626,21.6302686054,6.39500400761,17.6195357943,10.8192873084,18.6191133349,8.66976919671,27.5270845107,11.0454103679,15.4838849624,4.27781523333,3.53109034042,3.55362104088,4.30004617882,6.90033671606,5.02989492205,2.66988169933,0.577476982422,13.443005183,5.23461941012,4.25104467232,15.9239541844,5.90016744521,12.1130851316,8.63492894564,6.40718027128,15.0100534415,12.9533388972,18.276371664,2.63559695343,10.7355026443,8.53909217945,3.89912936455,4.98945676732,4.5476605545,18.9719125046,24.9119949973,19.4616213794,11.1174965218,9.41658283123,7.82147157315,10.2121734383,13.8789689855,16.4829331526,14.9396343509,13.7929599293,26.1302962372,4.21155732008,15.92961648,24.9387245653,25.3768755707,8.59993411345,8.94408529018,12.9911327114,24.6283707585,15.8283765597,12.9062605234,11.702585444,7.68888289775,13.7084731388,11.1769075471,15.8437208714,15.7862116952,13.8422142763,16.4242757669,19.163713749,21.8008046566,23.1195291535,16.1589520078,18.912668457,16.553452877,16.5400415894,18.7134883089,19.2081066493,3.09213985715,9.57477651509,14.0312586065,11.7868147309,11.1228876161,11.5705327175,16.148418345,14.9512343218,17.2624425021,T046
T128,20.0887357047,27.7796068953,29.4073541245,34.9338167664,16.3382148885,15.9313196344,28.3948653895,19.4022328936,30.4168362009,35.2605130903,34.6953784777,7.65243781426,33.4321080946,39.7500801824,36.8648664112,34.8132111087,30.5441817413,6.81304938605,13.9942340471,12.7261162315,5.90816989968,3.06313843666,7.09301473067,9.3949176456,21.2607386213,7.29757802518,12.066081625,33.3253029265,36.2280178302,40.3906290062,20.0160520115,32.3581067358,27.6440778563,30.4051816236,32.8200041275,37.8869187634,32.7031729202,41.3403612739,19.0132029966,18.8454739005,20.0248944924,7.40635503199,9.76854361049,11.4621345625,8.5238301878,3.34064165966,28.7426398103,2.93474579516,22.011082792,0.0,17.6383543508,33.9546998697,34.1813741175,30.5048270482,8.20709871801,40.3334516615,28.3701869742,14.4190342087,12.3476943927,3.95718153171,30.6793111324,5.52899681491,33.0361400228,35.913954866,22.9886388198,25.5371462956,21.0898381104,21.1674956684,20.8484213104,20.094353257,19.5077310866,22.5730603539,19.6278747153,25.0084100467,25.1291212989,16.0655354332,18.4542066465,30.6906199139,20.0363582674,26.6328785515,36.4633737162,9.47725402839,39.4066081809,24.6353162069,32.5171756071,27.2396979681,24.7918071228,17.4801115916,26.1515783781,4.31194544257,2.93384227839,4.06960296901,16.1696070951,18.9521664446,16.1552878256,14.2997233391,13.6229556057,16.1257100428,17.5290940803,11.7575575732,14.021842259,25.2192254362,12.9535983602,3.4738303387,3.64712904387,30.5448700775,30.3425109865,34.8308906544,4.48006977885,6.85681620743,10.8071953183,10.6588582297,15.5493096586,8.42593974566,10.8648409642,19.4700293298,21.8671431962,8.17286518125,12.3497531826,8.77304075168,3.18081593119,2.43024541057,6.07401630355,3.1283300617,38.0754440791,37.0212720779,4.65741123624,9.22454752103,24.2921332869,31.0143080814,33.9655909466,32.9646020451,32.451996648,31.6630534068,37.1064768347,36.4317408073,11.4272423327,T128
T114,5.53618610138,12.2774567419,17.1026441066,24.3392053449,2.88684837348,6.4682558304,13.4060151507,4.29819060058,14.4718765685,21.4477742607,18.0913842341,10.2790715782,18.3122626109,24.46755206,20.8188095655,19.5404607456,14.097392676,11.3799036679,9.38675646943,7.79530260871,13.077988486,16.4400620144,11.3101810818,13.247257293,8.51857733852,11.0619378978,13.1306968591,22.5071155889,24.6582796626,23.9451840446,12.5131083002,16.4488169431,15.1411156377,17.9687976001,18.2318521551,22.8116892089,17.4814117264,23.9049203645,11.9755543977,10.1542002851,9.64703721799,20.3505525884,8.90618621857,10.8452986295,10.4603057446,16.686101299,14.0885730741,14.9062110496,12.3333326515,17.6383543508,0.0,20.7061660407,20.1098240531,17.0594013308,9.48949134915,23.3466109517,17.379680076,6.16467220951,6.86701406261,13.7072355947,18.7520114747,22.6099321105,21.2885592255,20.2784498074,9.76595878942,14.8564595757,14.6039575013,8.42086667175,6.16125026047,7.39040929656,10.2315718296,12.7830280295,2.22717122882,11.3011310187,12.3550483658,3.91437888927,6.50885547607,14.4515315346,4.31270661809,12.6067936169,21.9740740848,9.42747643059,24.1953040774,13.8829658075,21.771760639,11.8396292895,16.220236328,8.47540373308,13.8703816599,17.0455250771,19.8794497517,17.4691720381,2.0791125051,3.11111881916,5.54942692372,4.76317226054,4.10800396176,4.43592176073,2.61115128724,5.88347710431,15.2321595087,16.5031031747,5.59735438783,21.1118325293,21.2429726619,19.4071073095,16.6280133181,23.6887012539,17.978223539,14.8667467161,7.24730453633,12.544170628,6.41383079713,12.6638660263,10.0253686158,3.81266515422,5.06485142988,11.6210236222,6.32152510323,10.4591833012,19.2506878051,19.7490910622,12.1519780008,14.9095591884,23.5553302287,21.3276735016,13.0207417212,10.2288412379,12.2753893048,17.2377047288,18.1412641436,18.4883396894,18.2644842628,16.2804009201,21.880639994,21.9916930012,7.48179830205,T114
